user_id,book_id,ten_sach,the_loai,final_score
27,52,Tình Yêu Thời Thổ Tả,Classic,0.9005555555555556
27,8,Naruto,Classic,0.8388888888888888
27,24,Good to Great,Classic,0.8245555555555556
27,31,Lịch Sử Loài Người,Classic,0.808888888888889
27,72,Demon Slayer,Classic,0.783888888888889
28,56,The Power of Habit,Fantasy,0.8473333333333334
28,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
28,12,The Hobbit,Fantasy,0.8167777777777778
28,46,Bá Tước Monte Cristo,Fantasy,0.7932764930840077
28,94,Measure What Matters,Fantasy,0.7858888888888889
29,34,Outliers,Literature,0.8112222222222223
29,83,Hooked,Literature,0.807
29,39,Wuthering Heights,Literature,0.8065555555555555
29,81,The Lean Startup,Literature,0.8051111111111112
29,79,Điểm Hẹn,Literature,0.795491295164686
30,85,Continuous Discovery,Business,0.8222222222222222
30,21,Rich Dad Poor Dad,Business,0.8093333333333332
30,66,Sách Trắng Tài Chính,Business,0.8051111111111112
30,97,Mắt Biếc,Business,0.8043333333333333
30,54,Ficciones,Business,0.7954444444444444
31,34,Outliers,Literature,0.8112222222222223
31,83,Hooked,Literature,0.807
31,39,Wuthering Heights,Literature,0.8065555555555555
31,2,Nhà Giả Kim,Literature,0.761436949657941
31,79,Điểm Hẹn,Literature,0.758
32,48,Những Người Khốn Khổ,Business,0.8778888888888889
32,85,Continuous Discovery,Business,0.8222222222222222
32,21,Rich Dad Poor Dad,Business,0.8093333333333332
32,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
32,66,Sách Trắng Tài Chính,Business,0.8051111111111112
33,18,Số Đỏ,Classic,0.45555555555555555
33,76,Bố Già,Romance,0.4495555555555556
33,56,The Power of Habit,Fantasy,0.44733333333333336
33,43,Tư Duy Nhanh Chậm,Manga,0.44733333333333336
33,59,Make Your Bed,Business,0.4463333333333333
34,58,Essentialism,Self-help,0.8644508036483703
34,40,Great Expectations,Self-help,0.8416666666666667
34,63,Truyện Kiều,Self-help,0.8163839752711942
34,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
34,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
35,35,Tipping Point,Business,0.8751111111111111
35,59,Make Your Bed,Business,0.8463333333333333
35,85,Continuous Discovery,Business,0.8222222222222222
35,21,Rich Dad Poor Dad,Business,0.8093333333333332
35,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
36,59,Make Your Bed,Business,0.8463333333333333
36,85,Continuous Discovery,Business,0.8222222222222222
36,21,Rich Dad Poor Dad,Business,0.8093333333333332
36,66,Sách Trắng Tài Chính,Business,0.8051111111111112
36,97,Mắt Biếc,Business,0.8043333333333333
37,56,The Power of Habit,Fantasy,0.8848314597573452
37,17,Quê Hương Tuổi Thơ,Fantasy,0.8699448928197313
37,73,My Hero Academia,Fantasy,0.832888888888889
37,12,The Hobbit,Fantasy,0.8167777777777778
37,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
38,30,Big Little Lies,History,0.8190000000000001
38,75,Fullmetal Alchemist,History,0.8163333333333334
38,95,Radical Candor,History,0.808888888888889
38,7,One Piece,History,0.8046666666666666
38,78,Thiên Thần Và Ác Quỷ,History,0.8001111111111112
39,59,Make Your Bed,Business,0.9463186561509783
39,35,Tipping Point,Business,0.8750993693652271
39,44,Sức Mạnh Hiện Tại,Business,0.8689174638131693
39,66,Sách Trắng Tài Chính,Business,0.8051111111111112
39,97,Mắt Biếc,Business,0.8043333333333333
40,17,Quê Hương Tuổi Thơ,Fantasy,0.9324444444444444
40,68,Bitcoin & Blockchain,Fantasy,0.8764668568935143
40,56,The Power of Habit,Fantasy,0.8723445395578683
40,73,My Hero Academia,Fantasy,0.832888888888889
40,12,The Hobbit,Fantasy,0.8167777777777778
41,29,The Girl on the Train,Self-help,0.8444444444444444
41,40,Great Expectations,Self-help,0.8416666666666667
41,58,Essentialism,Self-help,0.8144444444444445
41,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
41,6,Doraemon,Self-help,0.8001111111111112
42,59,Make Your Bed,Business,0.9263669067848515
42,54,Ficciones,Business,0.8554696245330831
42,85,Continuous Discovery,Business,0.8222222222222222
42,21,Rich Dad Poor Dad,Business,0.8093333333333332
42,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
43,17,Quê Hương Tuổi Thơ,Fantasy,0.919964612805805
43,12,The Hobbit,Fantasy,0.8667976754900101
43,56,The Power of Habit,Fantasy,0.8473333333333334
43,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
43,94,Measure What Matters,Fantasy,0.8234038121730631
44,18,Số Đỏ,Classic,0.8555555555555555
44,8,Naruto,Classic,0.8388888888888888
44,24,Good to Great,Classic,0.8245555555555556
44,31,Lịch Sử Loài Người,Classic,0.808888888888889
44,72,Demon Slayer,Classic,0.783888888888889
45,79,Điểm Hẹn,Literature,0.858
45,51,Trăm Năm Cô Đơn,Literature,0.8176666666666667
45,83,Hooked,Literature,0.807
45,39,Wuthering Heights,Literature,0.8065555555555555
45,81,The Lean Startup,Literature,0.8051111111111112
46,100,Cô Đơn Trên Đại Dương,Self-help,0.8802222222222222
46,40,Great Expectations,Self-help,0.8416666666666667
46,64,Lão Hạc,Self-help,0.8194545575325245
46,58,Essentialism,Self-help,0.8144444444444445
46,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
47,67,Đầu Tư Chứng Khoán,Fantasy,0.8640308787107129
47,56,The Power of Habit,Fantasy,0.8473333333333334
47,73,My Hero Academia,Fantasy,0.832888888888889
47,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
47,12,The Hobbit,Fantasy,0.8167777777777778
48,59,Make Your Bed,Business,0.8463333333333333
48,85,Continuous Discovery,Business,0.8222222222222222
48,21,Rich Dad Poor Dad,Business,0.8093333333333332
48,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
48,66,Sách Trắng Tài Chính,Business,0.8051111111111112
49,95,Radical Candor,History,0.8589712510673299
49,30,Big Little Lies,History,0.8190000000000001
49,7,One Piece,History,0.8046666666666666
49,78,Thiên Thần Và Ác Quỷ,History,0.8001111111111112
49,69,Tự Do Tài Chính,History,0.7784444444444445
50,73,My Hero Academia,Fantasy,0.832888888888889
50,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
50,12,The Hobbit,Fantasy,0.8167777777777778
50,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
50,94,Measure What Matters,Fantasy,0.7858888888888889
51,85,Continuous Discovery,Business,0.8222222222222222
51,21,Rich Dad Poor Dad,Business,0.8093333333333332
51,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
51,66,Sách Trắng Tài Chính,Business,0.8051111111111112
51,97,Mắt Biếc,Business,0.8043333333333333
52,88,Và Núi Vang Vọng,Self-help,0.8477098652230532
52,40,Great Expectations,Self-help,0.8416666666666667
52,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
52,63,Truyện Kiều,Self-help,0.778888888888889
52,57,Deep Work,Self-help,0.7737777777777778
53,97,Mắt Biếc,Business,0.8642887966839358
53,59,Make Your Bed,Business,0.8463333333333333
53,11,Harry Potter,Business,0.8422222222222222
53,1,Đắc Nhân Tâm,Business,0.8421820267145971
53,85,Continuous Discovery,Business,0.8222222222222222
54,59,Make Your Bed,Business,0.8463333333333333
54,44,Sức Mạnh Hiện Tại,Business,0.8422214134736873
54,85,Continuous Discovery,Business,0.8222222222222222
54,21,Rich Dad Poor Dad,Business,0.8093333333333332
54,66,Sách Trắng Tài Chính,Business,0.8051111111111112
55,59,Make Your Bed,Business,0.8963195807448584
55,66,Sách Trắng Tài Chính,Business,0.8551175885497129
55,21,Rich Dad Poor Dad,Business,0.8093333333333332
55,97,Mắt Biếc,Business,0.8043333333333333
55,54,Ficciones,Business,0.7954444444444444
56,66,Sách Trắng Tài Chính,Business,0.8651083364319456
56,59,Make Your Bed,Business,0.8463333333333333
56,85,Continuous Discovery,Business,0.8222222222222222
56,21,Rich Dad Poor Dad,Business,0.8093333333333332
56,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
57,30,Big Little Lies,History,0.8190000000000001
57,95,Radical Candor,History,0.808888888888889
57,7,One Piece,History,0.8046666666666666
57,78,Thiên Thần Và Ác Quỷ,History,0.8001111111111112
57,69,Tự Do Tài Chính,History,0.7784444444444445
58,52,Tình Yêu Thời Thổ Tả,Classic,0.9005555555555556
58,18,Số Đỏ,Classic,0.8555555555555555
58,24,Good to Great,Classic,0.8245555555555556
58,31,Lịch Sử Loài Người,Classic,0.808888888888889
58,72,Demon Slayer,Classic,0.783888888888889
59,51,Trăm Năm Cô Đơn,Literature,0.8176666666666667
59,34,Outliers,Literature,0.8112222222222223
59,39,Wuthering Heights,Literature,0.8065555555555555
59,81,The Lean Startup,Literature,0.8051111111111112
59,49,Madame Bovary,Literature,0.8018888888888889
60,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8639558712446895
60,29,The Girl on the Train,Self-help,0.8444444444444444
60,40,Great Expectations,Self-help,0.8416666666666667
60,58,Essentialism,Self-help,0.8144444444444445
60,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
61,59,Make Your Bed,Business,0.8463333333333333
61,85,Continuous Discovery,Business,0.8222222222222222
61,60,Can't Hurt Me,Business,0.8115203058651663
61,21,Rich Dad Poor Dad,Business,0.8093333333333332
61,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
62,60,Can't Hurt Me,Business,0.8265368022316517
62,85,Continuous Discovery,Business,0.8222222222222222
62,21,Rich Dad Poor Dad,Business,0.8093333333333332
62,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
62,66,Sách Trắng Tài Chính,Business,0.8051111111111112
63,8,Naruto,Classic,0.9388742117667919
63,52,Tình Yêu Thời Thổ Tả,Classic,0.9005432121395741
63,72,Demon Slayer,Classic,0.783888888888889
63,4,Atomic Habits,Classic,0.766888888888889
63,37,Pride and Prejudice,Classic,0.754
64,18,Số Đỏ,Classic,0.8555555555555555
64,8,Naruto,Classic,0.8388888888888888
64,24,Good to Great,Classic,0.8245555555555556
64,31,Lịch Sử Loài Người,Classic,0.808888888888889
64,72,Demon Slayer,Classic,0.783888888888889
65,29,The Girl on the Train,Self-help,0.8444444444444444
65,58,Essentialism,Self-help,0.8144444444444445
65,6,Doraemon,Self-help,0.8001111111111112
65,89,Biển Rộng,Self-help,0.7979422739839358
65,88,Và Núi Vang Vọng,Self-help,0.7876666666666667
66,54,Ficciones,Business,0.8176590883906076
66,21,Rich Dad Poor Dad,Business,0.8093333333333332
66,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
66,66,Sách Trắng Tài Chính,Business,0.8051111111111112
66,35,Tipping Point,Business,0.7951111111111111
67,34,Outliers,Literature,0.8112222222222223
67,83,Hooked,Literature,0.807
67,39,Wuthering Heights,Literature,0.8065555555555555
67,81,The Lean Startup,Literature,0.8051111111111112
67,79,Điểm Hẹn,Literature,0.758
68,40,Great Expectations,Self-help,0.8416666666666667
68,58,Essentialism,Self-help,0.8144444444444445
68,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
68,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
68,6,Doraemon,Self-help,0.8001111111111112
69,60,Can't Hurt Me,Business,0.8265542891884221
69,85,Continuous Discovery,Business,0.8222222222222222
69,21,Rich Dad Poor Dad,Business,0.8093333333333332
69,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
69,74,Jujutsu Kaisen,Business,0.8085539921924919
70,66,Sách Trắng Tài Chính,Business,0.8850951935574494
70,44,Sức Mạnh Hiện Tại,Business,0.8688928316541666
70,59,Make Your Bed,Business,0.8463333333333333
70,85,Continuous Discovery,Business,0.8222222222222222
70,21,Rich Dad Poor Dad,Business,0.8093333333333332
71,85,Continuous Discovery,Business,0.8722206858937599
71,59,Make Your Bed,Business,0.8463333333333333
71,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
71,66,Sách Trắng Tài Chính,Business,0.8051111111111112
71,97,Mắt Biếc,Business,0.8043333333333333
72,29,The Girl on the Train,Self-help,0.8444444444444444
72,40,Great Expectations,Self-help,0.8416666666666667
72,64,Lão Hạc,Self-help,0.8344354701118428
72,58,Essentialism,Self-help,0.8144444444444445
72,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
73,59,Make Your Bed,Business,0.8463333333333333
73,85,Continuous Discovery,Business,0.8222222222222222
73,21,Rich Dad Poor Dad,Business,0.8093333333333332
73,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
73,66,Sách Trắng Tài Chính,Business,0.8051111111111112
74,59,Make Your Bed,Business,0.8463333333333333
74,85,Continuous Discovery,Business,0.8222222222222222
74,21,Rich Dad Poor Dad,Business,0.8093333333333332
74,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
74,66,Sách Trắng Tài Chính,Business,0.8051111111111112
75,59,Make Your Bed,Business,0.9463333333333332
75,35,Tipping Point,Business,0.8751111111111111
75,10,Conan,Business,0.8392013173464802
75,85,Continuous Discovery,Business,0.8222222222222222
75,21,Rich Dad Poor Dad,Business,0.8093333333333332
76,14,Dune,History,0.8416692052871859
76,69,Tự Do Tài Chính,History,0.8384469830649637
76,30,Big Little Lies,History,0.8190000000000001
76,75,Fullmetal Alchemist,History,0.8163333333333334
76,55,Vườn Nửa Đêm,History,0.7401111111111112
77,59,Make Your Bed,Business,0.8463333333333333
77,85,Continuous Discovery,Business,0.8222222222222222
77,21,Rich Dad Poor Dad,Business,0.8093333333333332
77,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
77,66,Sách Trắng Tài Chính,Business,0.8051111111111112
78,56,The Power of Habit,Fantasy,0.8848315933045562
78,17,Quê Hương Tuổi Thơ,Fantasy,0.8699450079877029
78,73,My Hero Academia,Fantasy,0.832888888888889
78,12,The Hobbit,Fantasy,0.8167777777777778
78,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
79,59,Make Your Bed,Business,0.8463333333333333
79,85,Continuous Discovery,Business,0.8222222222222222
79,21,Rich Dad Poor Dad,Business,0.8093333333333332
79,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
79,66,Sách Trắng Tài Chính,Business,0.8051111111111112
80,51,Trăm Năm Cô Đơn,Literature,0.8176666666666667
80,39,Wuthering Heights,Literature,0.8065555555555555
80,81,The Lean Startup,Literature,0.8051111111111112
80,49,Madame Bovary,Literature,0.8018888888888889
80,79,Điểm Hẹn,Literature,0.7955000605938181
81,59,Make Your Bed,Business,0.8463333333333333
81,85,Continuous Discovery,Business,0.8222222222222222
81,21,Rich Dad Poor Dad,Business,0.8093333333333332
81,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
81,66,Sách Trắng Tài Chính,Business,0.8051111111111112
82,59,Make Your Bed,Business,0.8463333333333333
82,85,Continuous Discovery,Business,0.8222222222222222
82,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
82,66,Sách Trắng Tài Chính,Business,0.8051111111111112
82,97,Mắt Biếc,Business,0.8043333333333333
83,64,Lão Hạc,Self-help,0.8194382696266543
83,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
83,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
83,6,Doraemon,Self-help,0.8001111111111112
83,98,Tôi Thấy Hoa Vàng,Self-help,0.7831111111111111
84,60,Can't Hurt Me,Business,0.8265336508658062
84,85,Continuous Discovery,Business,0.8222222222222222
84,21,Rich Dad Poor Dad,Business,0.8093333333333332
84,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
84,66,Sách Trắng Tài Chính,Business,0.8051111111111112
85,29,The Girl on the Train,Self-help,0.8444444444444444
85,40,Great Expectations,Self-help,0.8416666666666667
85,58,Essentialism,Self-help,0.8144444444444445
85,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
85,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
86,18,Số Đỏ,Classic,0.9555555555555555
86,24,Good to Great,Classic,0.8245555555555556
86,4,Atomic Habits,Classic,0.8239399714522175
86,52,Tình Yêu Thời Thổ Tả,Classic,0.8005555555555556
86,72,Demon Slayer,Classic,0.783888888888889
87,59,Make Your Bed,Business,0.8463333333333333
87,66,Sách Trắng Tài Chính,Business,0.8426169458076985
87,85,Continuous Discovery,Business,0.8222222222222222
87,21,Rich Dad Poor Dad,Business,0.8093333333333332
87,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
88,56,The Power of Habit,Fantasy,0.8848314673976939
88,17,Quê Hương Tuổi Thơ,Fantasy,0.8699448994085882
88,73,My Hero Academia,Fantasy,0.832888888888889
88,12,The Hobbit,Fantasy,0.8167777777777778
88,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
89,18,Số Đỏ,Classic,0.8555555555555555
89,8,Naruto,Classic,0.8388888888888888
89,24,Good to Great,Classic,0.8245555555555556
89,31,Lịch Sử Loài Người,Classic,0.808888888888889
89,72,Demon Slayer,Classic,0.783888888888889
90,40,Great Expectations,Self-help,0.9416666666666667
90,29,The Girl on the Train,Self-help,0.8444444444444444
90,58,Essentialism,Self-help,0.8144444444444445
90,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
90,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
91,40,Great Expectations,Self-help,0.8416666666666667
91,58,Essentialism,Self-help,0.8394364659790584
91,87,Ngàn Mặt Trời Rực Rỡ,Self-help,0.8106666666666668
91,63,Truyện Kiều,Self-help,0.8038809104235028
91,47,Ba Chàng Lính Ngự Lâm,Self-help,0.8014444444444445
92,45,Mindset,Business,0.8664444444444445
92,59,Make Your Bed,Business,0.8463333333333333
92,48,Những Người Khốn Khổ,Business,0.817888888888889
92,21,Rich Dad Poor Dad,Business,0.8093333333333332
92,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
93,44,Sức Mạnh Hiện Tại,Business,0.8588938787650865
93,48,Những Người Khốn Khổ,Business,0.8445558864000904
93,45,Mindset,Business,0.8331114419556459
93,11,Harry Potter,Business,0.8288892197334237
93,85,Continuous Discovery,Business,0.8222222222222222
94,68,Bitcoin & Blockchain,Fantasy,0.9263358614367542
94,22,The Intelligent Investor,Fantasy,0.8427719925304223
94,73,My Hero Academia,Fantasy,0.832888888888889
94,17,Quê Hương Tuổi Thơ,Fantasy,0.8324444444444444
94,12,The Hobbit,Fantasy,0.8167777777777778
95,17,Quê Hương Tuổi Thơ,Fantasy,0.8752964864668962
95,68,Bitcoin & Blockchain,Fantasy,0.8692990888797707
95,56,The Power of Habit,Fantasy,0.8473333333333334
95,73,My Hero Academia,Fantasy,0.832888888888889
95,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
96,17,Quê Hương Tuổi Thơ,Fantasy,0.8923709874873221
96,56,The Power of Habit,Fantasy,0.8473333333333334
96,73,My Hero Academia,Fantasy,0.832888888888889
96,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
96,12,The Hobbit,Fantasy,0.8167777777777778
97,67,Đầu Tư Chứng Khoán,Fantasy,0.8740000000000001
97,84,Inspired,Fantasy,0.863
97,73,My Hero Academia,Fantasy,0.832888888888889
97,17,Quê Hương Tuổi Thơ,Fantasy,0.8324444444444444
97,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
98,17,Quê Hương Tuổi Thơ,Fantasy,0.8924327015229683
98,56,The Power of Habit,Fantasy,0.8473333333333334
98,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
98,12,The Hobbit,Fantasy,0.8167777777777778
98,67,Đầu Tư Chứng Khoán,Fantasy,0.8140000000000001
99,59,Make Your Bed,Business,0.8463333333333333
99,85,Continuous Discovery,Business,0.8222222222222222
99,60,Can't Hurt Me,Business,0.8115553762472262
99,21,Rich Dad Poor Dad,Business,0.8093333333333332
99,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
100,54,Ficciones,Business,0.8754249725190726
100,44,Sức Mạnh Hiện Tại,Business,0.8689081004137474
100,59,Make Your Bed,Business,0.8463333333333333
100,85,Continuous Discovery,Business,0.8222222222222222
100,21,Rich Dad Poor Dad,Business,0.8093333333333332
101,73,My Hero Academia,Fantasy,0.9128888888888891
101,94,Measure What Matters,Fantasy,0.8858888888888888
101,84,Inspired,Fantasy,0.863
101,56,The Power of Habit,Fantasy,0.8473333333333334
101,68,Bitcoin & Blockchain,Fantasy,0.8264444444444445
102,97,Mắt Biếc,Business,0.8487837915452886
102,59,Make Your Bed,Business,0.8463333333333333
102,85,Continuous Discovery,Business,0.8222222222222222
102,21,Rich Dad Poor Dad,Business,0.8093333333333332
102,44,Sức Mạnh Hiện Tại,Business,0.808888888888889
103,30,Big Little Lies,History,0.8190000000000001
